price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
16013;2008;3;8;109381;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
30795;2014;3;6;24880;clean;automatic;4wd;full-size;38,588302;-89,923783;48
29799;2013;3;6;50617;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
1400;1987;2;8;999999;clean;manual;4wd;;34,6323;-89,8855;61
5500;2001;2;8;251800;clean;automatic;4wd;full-size;32,2768;-95,3031;67
6800;2002;4;8;127000;clean;automatic;rwd;mid-size;37,0156;-76,4332;55
30000;2018;3;8;12200;clean;automatic;rwd;full-size;33,6819;-112,0996;71
4000;1998;2;8;182090;clean;manual;4wd;;46,2395;-114,1679;40
3495;2002;2;8;201803;clean;automatic;4wd;full-size;42,477134;-82,949564;45
400;1979;1;8;160000;clean;automatic;rwd;;48,2251;-97,4605;38
26750;2014;2;6;90371;clean;automatic;4wd;full-size;35,273684;-93,120968;59
10900;2006;2;8;109800;clean;automatic;4wd;full-size;40,733935;-80,731848;49
11995;2006;3;8;121978;clean;automatic;rwd;full-size;38,159627;-85,697708;50
18994;2013;3;6;75295;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
5999;2004;2;8;185957;clean;automatic;rwd;full-size;38,298165;-104,612546;45
900;1997;2;8;147000;clean;automatic;rwd;full-size;34,121;-88,7342;61
9990;2012;2;8;127501;clean;automatic;rwd;full-size;40,468826;-74,281734;52
22995;2012;3;8;102266;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
25500;2015;3;8;14428;clean;automatic;4wd;full-size;27,144043;-82,454602;65
6000;2001;2;8;160000;clean;automatic;;;34,2726;-77,9633;56
7900;2005;3;8;123000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
13995;2008;3;8;67943;clean;automatic;4wd;full-size;43,223552;-77,372473;53
500;1993;0;6;426000;clean;manual;rwd;full-size;38,160481;-76,912735;55
26900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
7000;2006;3;6;138000;clean;automatic;rwd;mid-size;37,0831;-113,5581;50
7900;2005;3;8;101000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
6995;2003;3;8;167662;clean;automatic;4wd;full-size;45,518031;-122,578752;50
32990;2018;3;8;17621;clean;automatic;rwd;full-size;43,15481;-75,932436;53
12995;2011;2;6;139508;clean;automatic;4wd;full-size;42,477134;-82,949564;45
22900;2012;2;8;125874;clean;automatic;4wd;full-size;31,316064;-89,437114;61
8995;2006;2;8;113000;clean;automatic;4wd;full-size;39,032924;-95,725312;51
31990;2016;3;6;22726;clean;automatic;4wd;full-size;43,154434;-75,934153;53
950;2003;1;8;33;clean;automatic;rwd;full-size;43,6376;-84,268;45
19880;2011;3;8;73224;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
41400;2015;4;6;27750;clean;automatic;4wd;;43,651753;-94,45321;43
3000;1994;3;8;190000;clean;automatic;4wd;full-size;47,430007;-123,331885;50
9770;2007;3;8;170320;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
5483;2004;2;8;152816;clean;automatic;4wd;full-size;41,46389;-81,7693;49
700;1995;1;8;240000;clean;automatic;rwd;full-size;64,761472;-147,284208;29
9900;2009;2;8;97697;clean;automatic;rwd;full-size;37,677378;-92,656734;52
4350;2001;2;8;236581;rebuilt;automatic;4wd;full-size;38,479493;-90,741664;52
16995;2010;3;8;66075;clean;automatic;4wd;full-size;39,199642;-96,084108;51
27996;2014;2;8;22918;clean;automatic;4wd;full-size;40,335245;-76,488033;53
14900;2011;3;6;102750;clean;automatic;4wd;mid-size;36,2535;-95,33257;57
16899;2009;3;8;110516;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1200;1997;1;8;215328;clean;automatic;rwd;;36,184873;-85,41544;59
14875;2012;3;8;91713;clean;automatic;4wd;full-size;38,584848;-89,985587;48
20000;2014;2;6;111500;lien;automatic;4wd;full-size;49,474083;-123,754707;
25993;2013;3;8;41952;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
5700;2006;2;8;162000;clean;automatic;rwd;full-size;41,1449;-81,3498;49
4350;2001;2;8;236581;rebuilt;automatic;4wd;full-size;38,479493;-90,741664;52
10000;2010;2;8;186000;clean;automatic;rwd;;31,9116;-98,6082;67
2895;2006;2;6;250000;clean;automatic;rwd;full-size;41,6092;-93,6;47
18500;2010;4;8;110000;lien;automatic;4wd;full-size;36,1128;-115,2801;46
17799;2013;3;6;164000;clean;automatic;4wd;;44,0105;-92,3973;43
30996;2014;3;6;48725;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
3450;1997;2;8;203000;clean;automatic;4wd;full-size;35,070081;-106,515181;45
10900;2004;3;8;146000;clean;automatic;4wd;full-size;36,6955;-93,115;52
11995;2010;2;8;109413;clean;automatic;4wd;full-size;39,834179;-75,124291;52
3995;1997;2;8;185180;clean;automatic;4wd;;43,594814;-116,587524;47
35000;2017;5;8;19000;clean;automatic;4wd;full-size;33,90126;-84,914312;59
1900;1998;2;6;188000;clean;automatic;rwd;full-size;39,7563;-84,1895;49
31490;2016;3;8;32279;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
6972;2007;3;8;166432;clean;automatic;4wd;full-size;42,036411;-91,56247;47
6000;2007;2;8;139000;clean;automatic;4wd;full-size;40,8811;-85,5054;48
12750;2014;3;8;38397;salvage;automatic;rwd;;46,136342;-100,16963;38
1200;1999;1;8;345000;clean;automatic;rwd;full-size;29,1159;-82,2422;65
13865;2010;3;8;166062;clean;automatic;4wd;;49,210949;-123,11472;
10500;2007;3;8;104560;clean;automatic;rwd;mid-size;34,82834;-87,63558;61
23950;2017;2;8;35115;clean;automatic;rwd;full-size;33,512633;-86,79777;61
25990;2013;3;8;37419;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
4000;2005;2;8;155000;rebuilt;automatic;4wd;mid-size;40,251;-74,7627;52
5800;2006;2;8;239000;clean;automatic;rwd;full-size;30,354324;-93,232942;67
9000;2005;3;8;162200;clean;automatic;4wd;full-size;37,839072;-85,94082;50
6450;2005;3;8;171690;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
4500;2001;2;8;305500;clean;automatic;4wd;full-size;45,765436;-108,542229;40
4200;2008;3;8;118000;clean;automatic;rwd;full-size;33,417142;-112,259331;71
45970;2015;3;6;67000;clean;automatic;4wd;full-size;49,184885;-122,801111;
6900;2005;3;8;142000;clean;automatic;rwd;;27,447286;-80,351343;65
4500;1998;1;8;126700;clean;manual;rwd;full-size;37,099509;-85,316384;50
35500;2016;3;6;24400;clean;automatic;4wd;;40,547;-122,34;59
16995;2011;3;6;82345;clean;automatic;4wd;full-size;38,159627;-85,697708;50
14995;2009;3;8;140149;clean;automatic;4wd;full-size;38,159627;-85,697708;50
18550;2011;3;6;129594;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
20995;2014;3;6;157556;clean;automatic;;full-size;42,701772;-89,008858;45
5900;2006;3;6;169000;clean;automatic;;full-size;49,255829;-123,087663;
26500;2014;3;6;43848;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
9499;2006;3;8;161514;clean;automatic;;full-size;37,609783;-120,995406;59
18995;2012;3;8;107000;clean;automatic;4wd;full-size;32,25;-110,8869;71
15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
2700;1999;2;6;114400;clean;automatic;4wd;full-size;42,311;-71,7958;50
20990;2013;3;6;56000;clean;automatic;;;46,450007;-95,12469;43
21995;2011;3;6;108029;clean;automatic;4wd;full-size;41,781722;-72,533825;51
4450;2004;3;8;152000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
5000;1979;2;8;142000;clean;automatic;rwd;full-size;40,710157;-86,752395;48
29780;2015;2;8;76711;clean;automatic;4wd;full-size;39,019586;-94,574291;52
1500;1992;2;8;156000;clean;manual;4wd;full-size;42,182579;-91,676494;47
39900;2018;4;6;8000;clean;automatic;4wd;;29,1056;-82,098;65
35901;2014;3;8;16416;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
5999;2007;2;8;228001;clean;automatic;rwd;full-size;36,644835;-93,218011;52
950;1995;2;6;265000;clean;automatic;4wd;full-size;41,6563;-85,0198;48
13200;2008;3;8;111102;clean;automatic;rwd;mid-size;34,83092;-87,62284;61
26995;2015;2;8;53184;clean;automatic;4wd;full-size;42,970214;-90,112347;45
3000;2002;2;6;106000;clean;automatic;4wd;full-size;45,7862;-87,9047;45
5499;2006;3;8;142000;clean;automatic;;;40,8956;-81,433;49
17500;2014;3;8;88000;clean;automatic;4wd;;45,614034;-108,386684;40
4200;2002;2;8;174272;clean;automatic;4wd;;36,034802;-79,790182;56
1500;1988;1;8;51000;clean;manual;rwd;full-size;45,6693;-111,0431;40
11995;2006;3;8;121978;clean;automatic;rwd;full-size;38,159627;-85,697708;50
17900;2013;2;6;156657;clean;automatic;4wd;full-size;43,029559;-89,397796;45
3999;2012;4;6;262000;clean;automatic;4wd;full-size;32,85978;-79,984071;60
5999;2006;3;8;175000;clean;automatic;fwd;;29,718267;-95,674438;67
16888;2010;3;8;88755;clean;automatic;4wd;;47,830597;-110,662694;40
7500;2006;3;8;219918;clean;automatic;4wd;full-size;35,872198;-80,156966;56
13995;2014;2;6;156082;clean;automatic;4wd;full-size;35,661076;-78,703988;56
25900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
20000;2009;3;8;59000;clean;automatic;4wd;full-size;40,877532;-81,400579;49
17995;2013;2;8;102893;clean;automatic;rwd;full-size;35,661076;-78,703988;56
1600;1987;2;6;390000;clean;manual;;full-size;28,5515;-81,3051;65
6200;2007;3;8;130000;clean;automatic;4wd;;28,1367;-82,461;65
5700;2008;3;6;170000;clean;manual;rwd;full-size;35,7917;-79,7132;56
19500;2011;3;6;127016;clean;automatic;4wd;full-size;35,887189;-78,265568;56
29990;2015;2;8;126812;clean;automatic;4wd;full-size;35,707183;-78,660826;56
34500;2016;3;6;17959;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
17995;2010;3;8;141190;clean;automatic;4wd;full-size;38,084394;-89,339761;48
12999;2009;2;8;160000;clean;automatic;4wd;full-size;38,163294;-90,455192;52
11990;2007;3;8;132000;clean;automatic;;;46,450007;-95,12469;43
30900;2015;3;6;59487;clean;automatic;4wd;full-size;32,263181;-95,30689;67
25909;2014;3;6;68599;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
21990;2015;3;6;64000;clean;automatic;rwd;;32,236664;-110,866049;71
9600;2007;2;8;153539;clean;automatic;rwd;;34,464983;-84,419487;59
2800;1999;2;6;147000;clean;automatic;rwd;;40,435552;-75,906632;53
9750;2006;2;8;175614;clean;automatic;4wd;full-size;30,621073;-87,043047;65
9500;2007;3;8;197450;clean;automatic;4wd;full-size;37,175882;-94,319524;52
32995;2016;3;6;22633;clean;automatic;4wd;full-size;38,671618;-94,36651;52
8995;2004;2;8;134285;clean;automatic;;;38,814626;-94,532522;52
27997;2015;3;8;48363;clean;automatic;4wd;full-size;41,274901;-95,937123;46
46925;2016;3;6;58532;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
49890;2018;4;6;3073;clean;automatic;4wd;;49,204598;-123,139205;
2000;1997;1;8;158000;clean;automatic;rwd;full-size;36,9721;-121,9881;59
11500;2010;3;6;150000;clean;automatic;fwd;full-size;29,695329;-98,118296;67
45550;2016;3;6;23472;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
25995;2012;2;8;87069;clean;automatic;4wd;full-size;44,354956;-106,680348;41
18888;2010;3;8;85811;clean;automatic;4wd;;47,830597;-110,662694;40
1449;2011;2;8;85000;clean;automatic;rwd;;41,0334;-81,4385;49
21950;2012;2;6;138409;clean;automatic;4wd;full-size;37,132515;-94,474498;52
10495;2012;2;8;187132;clean;automatic;4wd;full-size;46,842209;-96,769064;43
13499;2010;2;8;110495;clean;automatic;4wd;full-size;40,041081;-86,009423;48
30989;2016;3;8;56220;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
28000;2015;3;6;103000;clean;automatic;4wd;full-size;43,826793;-111,817984;47
9500;2003;3;8;101000;clean;automatic;rwd;full-size;30,3105;-85,9106;65
20950;2014;2;6;129706;clean;automatic;rwd;full-size;30,649625;-88,127994;61
3900;2004;2;8;144650;lien;automatic;4wd;full-size;39,671;-95,529549;51
4000;2001;2;8;169000;clean;automatic;4wd;;44,8718;-91,9265;45
7900;2005;3;8;123000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
9250;2011;3;8;173000;clean;automatic;4wd;full-size;43,3047;-96,4363;47
29995;2014;3;8;95000;clean;automatic;4wd;;49,089607;-122,646689;
8650;2007;3;8;174000;lien;automatic;4wd;full-size;40,373856;-111,91515;50
16997;2009;3;8;110516;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
4995;2004;2;8;138072;clean;automatic;;full-size;42,03519;-91,559347;47
1500;1993;1;8;93000;clean;automatic;4wd;full-size;40,0766;-76,3107;53
18900;2011;4;8;99488;clean;automatic;4wd;;36,188858;-94,137985;59
25000;2013;3;8;45000;clean;automatic;4wd;;35,145179;-106,553135;45
16900;2014;2;8;161236;clean;automatic;4wd;full-size;36,644835;-93,218011;52
13000;2008;2;8;95000;rebuilt;automatic;4wd;full-size;61,5923;-149,3959;29
5000;2001;3;8;116000;rebuilt;automatic;4wd;full-size;37,575;-87,2773;50
8550;2005;3;8;164628;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
15880;2010;3;8;127094;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
12900;2009;2;8;98307;clean;automatic;rwd;full-size;35,325853;-82,465413;56
27000;2014;3;6;43848;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
1000;2006;3;8;97000;clean;automatic;4wd;full-size;40,6568;-111,8904;50
6000;2005;2;8;85000;clean;automatic;rwd;full-size;41,183802;-82,038777;49
9900;2010;2;8;160000;clean;automatic;4wd;;42,851055;-83,45119;45
24483;2014;3;8;97215;clean;automatic;4wd;full-size;45,04393;-93,540273;43
1;2013;3;8;67808;clean;automatic;4wd;full-size;28,466088;-81,396429;65
16999;2009;2;8;119789;clean;automatic;4wd;full-size;37,677679;-97,060261;51
7200;2003;3;8;175700;clean;automatic;4wd;full-size;38,3328;-88,5833;48
21495;2013;3;8;64412;rebuilt;automatic;4wd;full-size;44,410131;-89,881957;45
3900;2005;2;8;220000;clean;automatic;;;35,1527;-86,5664;59
4350;2001;2;8;236581;rebuilt;automatic;4wd;full-size;38,479493;-90,741664;52
16800;2013;3;6;94814;clean;automatic;;full-size;30,497423;-87,263267;65
23900;2013;3;8;56000;clean;automatic;4wd;full-size;35,590431;-77,014881;56
34430;2017;4;8;4350;clean;automatic;4wd;full-size;46,9209;-96,8318;38
3000;2006;2;8;200000;clean;automatic;rwd;full-size;26,131033;-97,968107;67
9500;2003;2;8;114000;clean;automatic;4wd;;36,059;-81,9303;56
13990;2007;3;8;157804;clean;automatic;4wd;mid-size;36,47793;-79,7389;56
22995;2013;2;8;97744;clean;automatic;;full-size;27,176336;-80,240442;65
45900;2016;4;6;20000;clean;automatic;4wd;;35,1591;-85,2182;59
33796;2015;2;8;46711;clean;automatic;4wd;full-size;40,335245;-76,488033;53
22993;2012;4;8;83000;clean;automatic;4wd;;42,690388;-71,433474;50
16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
2500;1996;2;6;193862;clean;manual;rwd;full-size;37,537;-89,9272;52
4995;2002;2;8;17000;clean;automatic;rwd;full-size;27,138289;-82,46566;65
15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
6990;1995;2;8;115705;clean;automatic;4wd;full-size;40,468826;-74,281734;52
27325;2014;3;8;26887;clean;automatic;4wd;mid-size;42,18631;-71,83726;50
10998;2008;3;8;132614;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
43900;2018;3;8;1000;clean;automatic;;full-size;42,484503;-92,324974;47
19500;2015;3;8;12000;clean;automatic;;;26,1671;-98,0529;67
19995;2013;2;6;145956;clean;automatic;4wd;full-size;38,717906;-108,054869;45
2900;2002;2;8;217800;rebuilt;automatic;rwd;full-size;32,933381;-111,204511;71
5995;2001;3;8;195000;clean;automatic;4wd;full-size;48,79036;-122,521616;50
14500;2013;3;8;211000;clean;automatic;4wd;full-size;46,236996;-119,207017;50
8999;2002;3;8;116800;clean;automatic;rwd;full-size;37,504659;-97,504327;51
8975;2009;2;8;149678;clean;automatic;4wd;;39,9048;-86,0673;48
42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
5000;1991;2;8;99800;clean;manual;4wd;full-size;39,135741;-84,233637;49
18994;2013;3;6;75295;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
8950;2008;2;8;141713;clean;automatic;4wd;full-size;45,792754;-108,48371;40
10900;2012;3;8;172300;clean;automatic;;;32,7059;-117,0524;59
2300;2003;1;8;360000;clean;automatic;rwd;;34,1082;-82,8448;59
39697;2015;3;6;29531;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
26799;2013;3;6;61637;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
13990;2010;3;8;144000;clean;automatic;4wd;;46,450007;-95,12469;43
21682;2011;3;6;89127;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
2950;2005;2;8;165;clean;automatic;rwd;;41,8383;-71,4377;49
65000;2017;4;6;11369;clean;automatic;4wd;full-size;33,47269;-117,106018;59
9550;2006;3;8;168942;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
24995;2013;2;6;76852;clean;automatic;4wd;full-size;34,586557;-83,761243;59
7300;2007;2;8;103954;rebuilt;automatic;4wd;;47,305;-122,2067;50
8995;2005;4;8;112649;clean;automatic;4wd;;43,618978;-116,240501;47
15999;2010;3;4;113088;clean;automatic;;;42,686373;-73,796132;53
24000;2013;2;8;107000;salvage;automatic;4wd;;46,8907;-96,9258;38
7395;2004;3;8;113784;clean;automatic;4wd;full-size;27,875196;-82,786723;65
9900;2006;2;6;166721;clean;automatic;4wd;full-size;43,029559;-89,397796;45
19390;2011;3;8;133184;clean;automatic;;full-size;27,9382;-82,3756;65
19977;2013;3;8;46185;clean;automatic;rwd;full-size;27,848654;-82,690316;65
6000;2006;1;8;235000;clean;automatic;4wd;full-size;37,111433;-80,4249;55
16990;2014;3;6;107000;clean;automatic;4wd;;46,450007;-95,12469;43
37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
1995;2001;3;8;219607;clean;automatic;4wd;full-size;39,333126;-76,44374;56
3841;2006;3;8;154070;clean;automatic;rwd;mid-size;28,03978;-81,94071;65
4900;2000;3;8;98000;clean;automatic;rwd;full-size;38,548837;-75,946598;56
3000;2001;2;8;218000;clean;automatic;rwd;;27,9781;-82,7815;65
27995;2015;3;6;106262;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1600;1995;2;8;1;clean;automatic;;mid-size;48,7048;-95,7504;43
5200;2002;3;8;180000;clean;automatic;4wd;full-size;43,121034;-87,944527;45
15950;2014;2;8;122545;clean;automatic;4wd;full-size;38,692648;-82,857744;49
16788;2014;2;6;127865;clean;automatic;4wd;full-size;42,892121;-85,665539;45
3700;1995;3;8;173;clean;automatic;rwd;compact;31,5789;-84,2118;59
36000;2016;3;6;16464;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
20880;2015;3;8;124371;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
6995;2008;3;8;179000;clean;automatic;4wd;;39,4515;-94,7444;52
4500;2005;2;8;250200;clean;automatic;fwd;full-size;29,949423;-90,0812;67
14000;2014;2;8;113000;clean;automatic;rwd;full-size;27,693157;-97,403305;67
23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
6999;2005;2;8;165300;clean;automatic;4wd;full-size;41,472457;-90,650722;47
10990;2003;2;8;115260;clean;automatic;4wd;full-size;41,111779;-83,203835;49
36900;2015;3;6;42509;clean;automatic;rwd;;32,3224;-106,8041;45
27300;2011;3;8;119691;clean;automatic;4wd;mid-size;41,96378;-83,67195;45
11695;2010;3;8;151324;clean;automatic;4wd;full-size;42,826342;-85,662761;45
9000;2006;2;8;157000;lien;automatic;4wd;;46,4177;-95,5436;43
17995;2014;2;6;108026;clean;automatic;4wd;full-size;41,686718;-86,012028;48
6450;2004;2;8;168553;clean;automatic;rwd;full-size;34,901044;-82,339321;60
32995;2016;3;6;31536;clean;automatic;4wd;full-size;38,671618;-94,36651;52
2995;1979;2;8;111111;clean;manual;4wd;;42,4638;-123,3457;50
800;1994;2;8;0;clean;automatic;rwd;full-size;41,680321;-86,160307;48
6900;2006;3;8;170000;clean;automatic;4wd;full-size;41,6835;-86,1682;48
3490;1999;3;8;237000;clean;automatic;;;46,450007;-95,12469;43
7100;2007;3;6;59000;clean;manual;rwd;full-size;42,783043;-86,057625;45
17995;2010;2;8;75063;clean;automatic;4wd;full-size;42,477134;-82,949564;45
19770;2014;3;6;137774;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
11995;2008;3;8;148484;clean;automatic;4wd;full-size;45,518031;-122,578752;50
30961;2015;3;6;83987;clean;automatic;4wd;full-size;38,671618;-94,36651;52
21995;2014;3;6;157556;clean;automatic;;full-size;42,701772;-89,008858;45
7950;2005;2;8;159302;clean;automatic;rwd;full-size;34,614367;-97,967015;57
22897;2010;2;8;46722;clean;automatic;4wd;full-size;40,335245;-76,488033;53
14000;2010;2;8;174470;clean;automatic;4wd;full-size;46,681;-92,2226;43
23893;2012;3;6;83000;clean;automatic;4wd;;42,690296;-71,433456;50
18000;2011;3;6;128000;clean;automatic;4wd;full-size;43,2193;-75,4498;53
26990;2013;2;8;102848;clean;automatic;4wd;full-size;27,631375;-80,356205;65
19975;2014;3;8;95101;clean;automatic;4wd;full-size;43,204762;-75,440834;53
36900;2014;2;8;99110;clean;automatic;4wd;full-size;31,316064;-89,437114;61
30917;2015;3;6;25536;clean;automatic;4wd;;43,852883;-88,855927;45
36990;2014;3;8;54371;clean;automatic;4wd;;39,65814;-104,987585;45
19000;2010;3;8;88000;clean;automatic;4wd;full-size;32,7093;-114,4905;71
9999;2006;3;8;161514;clean;automatic;;full-size;37,609783;-120,995406;59
10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
30995;2016;3;8;41503;clean;automatic;4wd;full-size;38,671618;-94,36651;52
26995;2015;2;8;53184;clean;automatic;4wd;full-size;42,970214;-90,112347;45
7500;2006;2;8;169;clean;automatic;4wd;;41,056793;-96,645431;46
11900;2010;4;8;144010;clean;automatic;;;36,189024;-94,138008;59
26900;2015;3;6;94380;clean;automatic;4wd;full-size;33,066044;-89,593906;61
6000;2005;2;8;167000;clean;automatic;4wd;;25,950376;-97,321693;67
8500;2004;1;8;119818;clean;automatic;4wd;full-size;43,521863;-88,220749;45
